...1,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus
165,Not at all a reason,default,Not at all a reason,26,"Yes, a major reason",1638576717.0726807,31874602,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
166,Not at all a reason,default,"Yes, a minor reason",43,"Yes, a minor reason",1642414629.225381,39359650,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
167,NA,default,"Yes, a major reason",23,"Yes, a minor reason",1638260904.7751894,87052269,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
168,NA,default,Not at all a reason,31,Not at all a reason,1638264059.383812,14355885,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
169,NA,default,"Yes, a minor reason",21,"Yes, a major reason",1638227943.1870823,41610860,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
170,NA,default,"Yes, a minor reason",35,"Yes, a major reason",1638251134.4803357,42961802,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
171,NA,default,Not at all a reason,26,"Yes, a minor reason",1638265486.3334944,36157964,NA,"Yes, a major reason","Yes, a major reason",N-A-C,Male,"Yes, a major reason"
172,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638390211.4040987,8415175,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
173,Not at all a reason,default,Not at all a reason,25,"Yes, a major reason",1638275812.0916646,48398860,NA,Not at all a reason,Not at all a reason,Bacopa,Male,Not at all a reason
174,Not at all a reason,default,Not at all a reason,34,Not at all a reason,1642321652.8856883,70160251,NA,Not at all a reason,Not at all a reason,NA,Female,Not at all a reason
175,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a minor reason",1642305831.9726975,50284395,NA,"Yes, a minor reason","Yes, a minor reason",NA,-,"Yes, a minor reason"
176,Not at all a reason,default,"Yes, a major reason",0,Not at all a reason,1638537593.933588,1213777,NA,Not at all a reason,"Yes, a minor reason",NA,-,"Yes, a major reason"
177,Not at all a reason,default,Not at all a reason,18,Not at all a reason,1642451506.2834954,88418036,NA,Not at all a reason,Not at all a reason,NA,Female,Not at all a reason
178,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642303925.888546,9937134,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
179,NA,default,"Yes, a major reason",0,"Yes, a minor reason",1638226786.2839456,50548060,NA,Not at all a reason,"Yes, a major reason",NA,-,"Yes, a minor reason"
180,Not at all a reason,default,"Yes, a minor reason",42,"Yes, a major reason",1642333308.0033123,16040740,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
181,NA,default,"Yes, a minor reason",0,"Yes, a major reason",1638241155.301704,66946825,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a major reason"
182,"Yes, a minor reason",default,"Yes, a major reason",30,"Yes, a major reason",1638565686.2035406,36830533,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
183,"Yes, a minor reason",default,"Yes, a minor reason",20,"Yes, a major reason",1639085017.1576989,83486564,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
184,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642280072.7510157,16421609,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
185,NA,default,"Yes, a minor reason",27,"Yes, a major reason",1638249446.494509,32785556,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
186,"Yes, a minor reason",default,"Yes, a major reason",27,Not at all a reason,1642336753.6699016,36087489,NA,Not at all a reason,Not at all a reason,"methylphenidate, kratom",Female,"Yes, a major reason"
187,Not at all a reason,default,"Yes, a minor reason",26,"Yes, a major reason",1639686288.7164752,92213347,Depression,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
188,Not at all a reason,default,"Yes, a minor reason",23,"Yes, a major reason",1642295676.6880744,10985811,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
189,Not at all a reason,default,Not at all a reason,31,"Yes, a major reason",1642323017.4967816,67361747,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
190,NA,default,"Yes, a minor reason",29,"Yes, a minor reason",1638249328.8427198,92252953,NA,"Yes, a major reason","Yes, a major reason",Amineptine,Male,"Yes, a minor reason"
191,Not at all a reason,default,Not at all a reason,20,Not at all a reason,1642310782.524218,46475161,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
192,Not at all a reason,default,Not at all a reason,51,"Yes, a major reason",1642333432.553714,99885482,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
193,NA,default,Not at all a reason,45,Not at all a reason,1638249102.538515,71849904,NA,Not at all a reason,Not at all a reason,NA,Male,Not at all a reason
194,Not at all a reason,default,"Yes, a major reason",58,Not at all a reason,1642340124.4136329,76103614,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
195,NA,default,Not at all a reason,24,"Yes, a major reason",1638257509.0100892,57525623,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
196,Not at all a reason,default,"Yes, a major reason",23,"Yes, a minor reason",1638322535.53975,22089885,NA,Not at all a reason,"Yes, a major reason",NA,Other,"Yes, a major reason"
197,Not at all a reason,default,"Yes, a minor reason",19,"Yes, a minor reason",1638303063.2884195,86233489,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
198,Not at all a reason,default,"Yes, a minor reason",27,"Yes, a major reason",1642298920.118981,6229470,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
199,Not at all a reason,default,"Yes, a minor reason",21,"Yes, a major reason",1638287512.27197,26319821,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
200,NA,default,"Yes, a major reason",21,"Yes, a major reason",1638236925.2964137,17777549,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
201,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a major reason",1638290560.850487,55487873,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a major reason"
202,NA,default,"Yes, a major reason",34,"Yes, a minor reason",1638252087.209841,12620040,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
203,Not at all a reason,default,"Yes, a minor reason",30,"Yes, a major reason",1638518002.014737,7414114,To function better as someone with ADD,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
204,Not at all a reason,default,Not at all a reason,20,Not at all a reason,1642298274.333479,23502712,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,Not at all a reason
205,Not at all a reason,default,Not at all a reason,30,"Yes, a major reason",1638486273.5726564,31643794,Not exactly a nootropic reason but I tried many of the things I listed for gut health or pain control,"Yes, a major reason",Not at all a reason,NA,Other,"Yes, a major reason"
206,"Yes, a major reason",default,"Yes, a major reason",25,"Yes, a minor reason",1640886065.0029285,13081705,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
207,NA,default,"Yes, a minor reason",20,"Yes, a major reason",1638269561.362213,80317762,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
208,NA,default,"Yes, a major reason",40,Not at all a reason,1638226703.5676346,34482244,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a minor reason"
209,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638289099.092152,93082732,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
210,Not at all a reason,default,"Yes, a major reason",35,"Yes, a major reason",1642361118.16334,82536476,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
211,NA,default,Not at all a reason,20,"Yes, a major reason",1638247139.1473346,17105455,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
212,Not at all a reason,default,"Yes, a major reason",30,"Yes, a minor reason",1638292504.58909,71600368,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
213,Not at all a reason,default,Not at all a reason,17,"Yes, a minor reason",1642430994.024335,81809519,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
214,Not at all a reason,default,"Yes, a minor reason",29,"Yes, a major reason",1642304697.8990843,21504078,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
215,NA,default,Not at all a reason,30,"Yes, a minor reason",1638241786.4859514,23522684,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
216,"Yes, a minor reason",default,"Yes, a minor reason",20,"Yes, a major reason",1638289712.1534956,51105567,NA,Not at all a reason,"Yes, a minor reason",NA,Male,"Yes, a minor reason"
217,"Yes, a minor reason",default,Not at all a reason,46,Not at all a reason,1642290475.0778022,95041736,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
218,Not at all a reason,default,"Yes, a minor reason",36,"Yes, a major reason",1642338727.39556,9003345,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
219,NA,default,"Yes, a major reason",29,"Yes, a major reason",1638263046.5069182,1453692,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
220,NA,default,"Yes, a minor reason",29,"Yes, a major reason",1638246780.6736858,86100449,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
221,"Yes, a major reason",default,"Yes, a minor reason",41,"Yes, a major reason",1638594456.0977182,45929726,NA,"Yes, a major reason","Yes, a major reason",Phenibut,Female,"Yes, a major reason"
222,Not at all a reason,default,Not at all a reason,23,Not at all a reason,1642337278.2903745,38313715,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
223,Not at all a reason,default,"Yes, a major reason",0,"Yes, a major reason",1638748326.2436838,12711742,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
224,Not at all a reason,default,"Yes, a minor reason",37,"Yes, a minor reason",1642288869.5081346,72889111,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
225,Not at all a reason,default,Not at all a reason,32,"Yes, a minor reason",1638396019.3020554,54326358,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
226,Not at all a reason,default,Not at all a reason,45,Not at all a reason,1639292922.4379847,7503902,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,Not at all a reason
227,NA,default,Not at all a reason,23,"Yes, a major reason",1638237426.5695436,23034836,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
228,Not at all a reason,default,"Yes, a major reason",0,"Yes, a major reason",1638315515.43578,1178197,NA,"Yes, a minor reason","Yes, a major reason",NA,-,"Yes, a major reason"
229,NA,default,"Yes, a major reason",23,"Yes, a major reason",1638228138.915255,43674162,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
230,Not at all a reason,default,"Yes, a major reason",29,Not at all a reason,1638275900.0195336,961795,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
231,Not at all a reason,default,Not at all a reason,29,"Yes, a minor reason",1638994241.0259895,17486959,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
232,"Yes, a minor reason",default,"Yes, a major reason",34,"Yes, a minor reason",1638315779.8791387,49552757,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
233,Not at all a reason,default,Not at all a reason,25,"Yes, a minor reason",1638406221.2525818,49489969,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
234,NA,default,"Yes, a minor reason",37,"Yes, a minor reason",1638242274.9529853,30078031,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
235,Not at all a reason,default,"Yes, a minor reason",17,"Yes, a major reason",1639770471.10062,89108629,Work-related performance,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
236,Not at all a reason,default,Not at all a reason,30,"Yes, a major reason",1642332332.7397456,27285734,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
237,"Yes, a minor reason",default,Not at all a reason,29,Not at all a reason,1642367820.1185985,7109113,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a minor reason"
238,Not at all a reason,default,Not at all a reason,20,"Yes, a minor reason",1642377882.270508,67034681,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
239,NA,default,"Yes, a minor reason",42,"Yes, a minor reason",1638236042.8646984,27007379,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
240,Not at all a reason,default,"Yes, a major reason",27,Not at all a reason,1642389478.825552,52942509,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a minor reason"
241,Not at all a reason,default,"Yes, a minor reason",28,Not at all a reason,1642348283.6047645,72602660,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
242,Not at all a reason,default,"Yes, a major reason",32,Not at all a reason,1642321464.0226517,79501237,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
243,Not at all a reason,default,"Yes, a minor reason",38,Not at all a reason,1642310114.125653,35534577,Sleep,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
244,Not at all a reason,default,"Yes, a major reason",27,Not at all a reason,1642376920.2109694,16366144,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
245,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1639625761.2663004,11574424,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
246,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638325511.3511815,78488392,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
247,"Yes, a major reason",default,"Yes, a minor reason",25,"Yes, a major reason",1639601569.8208623,41388926,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
248,"Yes, a major reason",default,Not at all a reason,28,"Yes, a major reason",1639026953.8202882,21780168,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
249,"Yes, a major reason",default,"Yes, a minor reason",34,"Yes, a major reason",1638304324.3309832,19029326,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
250,Not at all a reason,default,Not at all a reason,21,"Yes, a major reason",1638296229.0957496,40293454,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
251,Not at all a reason,default,"Yes, a minor reason",24,"Yes, a major reason",1638288362.0007071,48213136,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
