,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus,for_anxiety,for_focus,for_mood,for_cognition,for_motivation
160,Not at all a reason,default,Not at all a reason,0.0,"Yes, a major reason",1638298795.04875,95583603,,Not at all a reason,Not at all a reason,Tonkat Ali ,Male,"Yes, a minor reason",,,,,
161,Not at all a reason,default,"Yes, a major reason",25.0,"Yes, a major reason",1638326817.4484892,18598500,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
162,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642344989.6145005,32219331,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
163,Not at all a reason,default,Not at all a reason,28.0,"Yes, a minor reason",1642300823.177032,26309204,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
164,Not at all a reason,default,Not at all a reason,25.0,"Yes, a major reason",1638438278.5660748,27203872,For more physical and mental energy.,"Yes, a major reason","Yes, a minor reason",,Female,"Yes, a major reason",,,,,
165,Not at all a reason,default,Not at all a reason,26.0,"Yes, a major reason",1638576717.0726807,31874602,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
166,Not at all a reason,default,"Yes, a minor reason",43.0,"Yes, a minor reason",1642414629.2253807,39359650,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
167,,default,"Yes, a major reason",23.0,"Yes, a minor reason",1638260904.7751894,87052269,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
168,,default,Not at all a reason,31.0,Not at all a reason,1638264059.383812,14355885,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
169,,default,"Yes, a minor reason",21.0,"Yes, a major reason",1638227943.1870823,41610860,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
170,,default,"Yes, a minor reason",35.0,"Yes, a major reason",1638251134.4803357,42961802,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
171,,default,Not at all a reason,26.0,"Yes, a minor reason",1638265486.3334944,36157964,,"Yes, a major reason","Yes, a major reason",N-A-C,Male,"Yes, a major reason",,,,,
172,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1638390211.4040987,8415175,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
173,Not at all a reason,default,Not at all a reason,25.0,"Yes, a major reason",1638275812.0916646,48398860,,Not at all a reason,Not at all a reason,Bacopa,Male,Not at all a reason,,,,,
174,Not at all a reason,default,Not at all a reason,34.0,Not at all a reason,1642321652.8856885,70160251,,Not at all a reason,Not at all a reason,,Female,Not at all a reason,,,,,
175,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a minor reason",1642305831.9726975,50284395,,"Yes, a minor reason","Yes, a minor reason",,-,"Yes, a minor reason",,,,,
176,Not at all a reason,default,"Yes, a major reason",0.0,Not at all a reason,1638537593.933588,1213777,,Not at all a reason,"Yes, a minor reason",,-,"Yes, a major reason",,,,,
177,Not at all a reason,default,Not at all a reason,18.0,Not at all a reason,1642451506.2834954,88418036,,Not at all a reason,Not at all a reason,,Female,Not at all a reason,,,,,
178,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642303925.888546,9937134,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
179,,default,"Yes, a major reason",0.0,"Yes, a minor reason",1638226786.2839456,50548060,,Not at all a reason,"Yes, a major reason",,-,"Yes, a minor reason",,,,,
180,Not at all a reason,default,"Yes, a minor reason",42.0,"Yes, a major reason",1642333308.0033123,16040740,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
181,,default,"Yes, a minor reason",0.0,"Yes, a major reason",1638241155.301704,66946825,,"Yes, a major reason","Yes, a minor reason",,-,"Yes, a major reason",,,,,
182,"Yes, a minor reason",default,"Yes, a major reason",30.0,"Yes, a major reason",1638565686.2035406,36830533,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
183,"Yes, a minor reason",default,"Yes, a minor reason",20.0,"Yes, a major reason",1639085017.1576989,83486564,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
184,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642280072.7510157,16421609,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
185,,default,"Yes, a minor reason",27.0,"Yes, a major reason",1638249446.494509,32785556,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
186,"Yes, a minor reason",default,"Yes, a major reason",27.0,Not at all a reason,1642336753.6699016,36087489,,Not at all a reason,Not at all a reason,"methylphenidate, kratom",Female,"Yes, a major reason",,,,,
187,Not at all a reason,default,"Yes, a minor reason",26.0,"Yes, a major reason",1639686288.7164752,92213347,Depression,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
188,Not at all a reason,default,"Yes, a minor reason",23.0,"Yes, a major reason",1642295676.6880744,10985811,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
189,Not at all a reason,default,Not at all a reason,31.0,"Yes, a major reason",1642323017.4967816,67361747,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
190,,default,"Yes, a minor reason",29.0,"Yes, a minor reason",1638249328.8427198,92252953,,"Yes, a major reason","Yes, a major reason",Amineptine,Male,"Yes, a minor reason",,,,,
191,Not at all a reason,default,Not at all a reason,20.0,Not at all a reason,1642310782.524218,46475161,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
192,Not at all a reason,default,Not at all a reason,51.0,"Yes, a major reason",1642333432.553714,99885482,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
193,,default,Not at all a reason,45.0,Not at all a reason,1638249102.538515,71849904,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
194,Not at all a reason,default,"Yes, a major reason",58.0,Not at all a reason,1642340124.4136329,76103614,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
195,,default,Not at all a reason,24.0,"Yes, a major reason",1638257509.0100892,57525623,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
196,Not at all a reason,default,"Yes, a major reason",23.0,"Yes, a minor reason",1638322535.5397499,22089885,,Not at all a reason,"Yes, a major reason",,Other,"Yes, a major reason",,,,,
197,Not at all a reason,default,"Yes, a minor reason",19.0,"Yes, a minor reason",1638303063.2884195,86233489,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
198,Not at all a reason,default,"Yes, a minor reason",27.0,"Yes, a major reason",1642298920.118981,6229470,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
199,Not at all a reason,default,"Yes, a minor reason",21.0,"Yes, a major reason",1638287512.27197,26319821,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
200,,default,"Yes, a major reason",21.0,"Yes, a major reason",1638236925.2964137,17777549,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
201,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a major reason",1638290560.850487,55487873,,"Yes, a major reason","Yes, a minor reason",,-,"Yes, a major reason",,,,,
202,,default,"Yes, a major reason",34.0,"Yes, a minor reason",1638252087.209841,12620040,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
203,Not at all a reason,default,"Yes, a minor reason",30.0,"Yes, a major reason",1638518002.014737,7414114,To function better as someone with ADD,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
204,Not at all a reason,default,Not at all a reason,20.0,Not at all a reason,1642298274.333479,23502712,,"Yes, a minor reason","Yes, a minor reason",,Male,Not at all a reason,,,,,
205,Not at all a reason,default,Not at all a reason,30.0,"Yes, a major reason",1638486273.5726564,31643794,Not exactly a nootropic reason but I tried many of the things I listed for gut health or pain control,"Yes, a major reason",Not at all a reason,,Other,"Yes, a major reason",,,,,
206,"Yes, a major reason",default,"Yes, a major reason",25.0,"Yes, a minor reason",1640886065.0029285,13081705,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
207,,default,"Yes, a minor reason",20.0,"Yes, a major reason",1638269561.362213,80317762,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
208,,default,"Yes, a major reason",40.0,Not at all a reason,1638226703.5676346,34482244,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
209,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1638289099.0921519,93082732,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
210,Not at all a reason,default,"Yes, a major reason",35.0,"Yes, a major reason",1642361118.16334,82536476,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
211,,default,Not at all a reason,20.0,"Yes, a major reason",1638247139.1473346,17105455,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
212,Not at all a reason,default,"Yes, a major reason",30.0,"Yes, a minor reason",1638292504.5890899,71600368,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
213,Not at all a reason,default,Not at all a reason,17.0,"Yes, a minor reason",1642430994.0243347,81809519,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
214,Not at all a reason,default,"Yes, a minor reason",29.0,"Yes, a major reason",1642304697.8990843,21504078,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
215,,default,Not at all a reason,30.0,"Yes, a minor reason",1638241786.4859514,23522684,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
216,"Yes, a minor reason",default,"Yes, a minor reason",20.0,"Yes, a major reason",1638289712.1534956,51105567,,Not at all a reason,"Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
217,"Yes, a minor reason",default,Not at all a reason,46.0,Not at all a reason,1642290475.0778022,95041736,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
218,Not at all a reason,default,"Yes, a minor reason",36.0,"Yes, a major reason",1642338727.39556,9003345,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
219,,default,"Yes, a major reason",29.0,"Yes, a major reason",1638263046.5069182,1453692,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
220,,default,"Yes, a minor reason",29.0,"Yes, a major reason",1638246780.6736858,86100449,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
221,"Yes, a major reason",default,"Yes, a minor reason",41.0,"Yes, a major reason",1638594456.0977182,45929726,,"Yes, a major reason","Yes, a major reason",Phenibut,Female,"Yes, a major reason",,,,,
222,Not at all a reason,default,Not at all a reason,23.0,Not at all a reason,1642337278.2903745,38313715,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
223,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a major reason",1638748326.2436838,12711742,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
224,Not at all a reason,default,"Yes, a minor reason",37.0,"Yes, a minor reason",1642288869.5081346,72889111,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
225,Not at all a reason,default,Not at all a reason,32.0,"Yes, a minor reason",1638396019.3020554,54326358,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
226,Not at all a reason,default,Not at all a reason,45.0,Not at all a reason,1639292922.4379847,7503902,,"Yes, a major reason","Yes, a minor reason",,Male,Not at all a reason,,,,,
227,,default,Not at all a reason,23.0,"Yes, a major reason",1638237426.5695436,23034836,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
228,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a major reason",1638315515.43578,1178197,,"Yes, a minor reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
229,,default,"Yes, a major reason",23.0,"Yes, a major reason",1638228138.915255,43674162,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
230,Not at all a reason,default,"Yes, a major reason",29.0,Not at all a reason,1638275900.0195336,961795,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
231,Not at all a reason,default,Not at all a reason,29.0,"Yes, a minor reason",1638994241.0259895,17486959,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
232,"Yes, a minor reason",default,"Yes, a major reason",34.0,"Yes, a minor reason",1638315779.8791387,49552757,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
233,Not at all a reason,default,Not at all a reason,25.0,"Yes, a minor reason",1638406221.2525818,49489969,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
234,,default,"Yes, a minor reason",37.0,"Yes, a minor reason",1638242274.9529853,30078031,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
235,Not at all a reason,default,"Yes, a minor reason",17.0,"Yes, a major reason",1639770471.10062,89108629,Work-related performance,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
236,Not at all a reason,default,Not at all a reason,30.0,"Yes, a major reason",1642332332.7397456,27285734,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
237,"Yes, a minor reason",default,Not at all a reason,29.0,Not at all a reason,1642367820.1185985,7109113,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
238,Not at all a reason,default,Not at all a reason,20.0,"Yes, a minor reason",1642377882.270508,67034681,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
239,,default,"Yes, a minor reason",42.0,"Yes, a minor reason",1638236042.8646984,27007379,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
240,Not at all a reason,default,"Yes, a major reason",27.0,Not at all a reason,1642389478.825552,52942509,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a minor reason",,,,,
241,Not at all a reason,default,"Yes, a minor reason",28.0,Not at all a reason,1642348283.6047645,72602660,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
242,Not at all a reason,default,"Yes, a major reason",32.0,Not at all a reason,1642321464.0226517,79501237,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
243,Not at all a reason,default,"Yes, a minor reason",38.0,Not at all a reason,1642310114.125653,35534577,Sleep,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
244,Not at all a reason,default,"Yes, a major reason",27.0,Not at all a reason,1642376920.2109694,16366144,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
245,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1639625761.2663004,11574424,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
246,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1638325511.3511817,78488392,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
247,"Yes, a major reason",default,"Yes, a minor reason",25.0,"Yes, a major reason",1639601569.8208625,41388926,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
